@RELATION HU 
@ATTRIBUTE hu1  REAL
@ATTRIBUTE hu2  REAL
@ATTRIBUTE hu3  REAL
@ATTRIBUTE hu4  REAL
@ATTRIBUTE hu5  REAL
@ATTRIBUTE hu6  REAL
@ATTRIBUTE hu7  REAL
@ATTRIBUTE class 	{0 1 2 3 4 5 6 7 8 9 }
@DATA
3.031757 0.162587 0.454462 0.007186 0.000109 0.000835 -0.000396 0
2.886754 0.444776 0.071041 0.000677 -0.000000 0.000155 0.000005 0
1.636177 0.183935 0.066967 0.003750 0.000001 0.001570 -0.000059 0
2.371376 2.012737 0.012266 0.000640 0.000001 -0.000103 0.000001 0
2.853839 0.381111 0.081887 0.003584 0.000051 -0.002136 -0.000034 0
3.259942 0.598370 0.095674 0.000507 -0.000003 -0.000387 -0.000002 0
2.788516 0.421762 0.196000 0.005623 0.000010 0.003118 0.000186 0
3.022996 0.163124 0.395068 0.006645 0.000136 0.002346 -0.000312 0
3.325924 0.209019 0.137914 0.003099 -0.000040 -0.001290 0.000050 0
3.364268 0.404473 0.122190 0.100889 -0.003048 -0.028551 0.010779 0
3.501343 0.708429 0.584746 0.001514 0.000030 0.000157 -0.000034 0
3.361958 0.988608 0.122651 0.000965 0.000007 0.000938 -0.000008 0
2.607331 1.109066 0.185268 0.002033 0.000037 0.001394 -0.000014 0
3.365309 0.274504 0.048123 0.001010 -0.000007 0.000525 0.000002 0
2.466849 0.085406 0.392242 0.000051 0.000000 0.000011 0.000000 0
3.191795 4.016353 6.208814 0.201933 -0.053327 -0.154402 0.219728 1
3.845071 11.996382 0.051666 0.007975 0.000029 -0.006082 0.000159 1
2.348883 3.726546 0.154818 0.014524 -0.000638 -0.026741 -0.000260 1
2.829882 5.502291 4.805081 1.873512 5.494483 4.393012 -1.187187 1
3.655130 9.183438 0.025710 0.002428 -0.000018 -0.007035 -0.000007 1
3.156083 5.428891 2.247523 0.107954 -0.020462 -0.068715 0.049081 1
4.720235 12.585038 4.099674 0.345386 0.232508 -0.395299 -0.338901 1
2.648809 3.035988 3.574728 0.187336 0.084467 0.108699 0.127935 1
3.201023 0.293775 15.579082 0.396882 -0.670316 -0.117813 -0.724295 1
3.511220 5.921480 5.457703 0.348913 0.163012 -0.275013 -0.453049 1
4.062900 12.174421 0.020917 0.002911 -0.000001 -0.003274 -0.000023 1
3.892116 10.402411 0.032315 0.005499 0.000037 -0.000696 0.000063 1
2.836852 6.203178 2.044123 0.792074 1.006834 1.900480 0.045584 1
